구분,일정 시작일,일정 종료일,일정제목,작성일
954,2018-02-22,2018-02-22,공공기관 R&R 소통 워크숍 참석,2018-02-12
955,2018-02-20,2018-02-20,기능지구 산·학·연 R&D 사업비 관리교육,2018-02-12
956,2018-02-21,2018-02-21,PSM 성과분석 연구용역 최종보고,2018-02-12
957,2018-02-22,2018-02-22,‘17년 상반기 과학벨트 기획연구과제 최종평가,2018-02-12
958,2018-02-22,2018-02-22,대구특구 연구소기업 전문위원회,2018-02-12
959,2018-02-21,2018-02-21,액셀러레이팅 데모데이,2018-01-31
960,2018-02-21,2018-02-21,제66회 정기이사회,2018-02-12
961,2018-02-22,2018-02-22,공공기관 R&R 소통 워크숍 참석,2018-02-12
962,2018-02-20,2018-02-20,기능지구 산·학·연 R&D 사업비 관리교육,2018-02-12
963,2018-02-21,2018-02-21,PSM 성과분석 연구용역 최종보고,2018-02-12
964,2018-02-22,2018-02-22,‘17년 상반기 과학벨트 기획연구과제 최종평가,2018-02-12
965,2018-02-22,2018-02-22,대구특구 연구소기업 전문위원회,2018-02-12
966,2018-02-21,2018-02-21,액셀러레이팅 데모데이,2018-01-31
967,2018-02-21,2018-02-21,제66회 정기이사회,2018-02-12
968,2018-02-22,2018-02-22,공공기관 R&R 소통 워크숍 참석,2018-02-12
969,2018-02-20,2018-02-20,기능지구 산·학·연 R&D 사업비 관리교육,2018-02-12
970,2018-02-21,2018-02-21,PSM 성과분석 연구용역 최종보고,2018-02-12
971,2018-02-22,2018-02-22,‘17년 상반기 과학벨트 기획연구과제 최종평가,2018-02-12
972,2018-02-22,2018-02-22,대구특구 연구소기업 전문위원회,2018-02-12
973,2018-02-21,2018-02-21,액셀러레이팅 데모데이,2018-01-31
974,2018-02-21,2018-02-21,제66회 정기이사회,2018-02-12
975,2018-02-22,2018-02-22,공공기관 R&R 소통 워크숍 참석,2018-02-12
976,2018-02-20,2018-02-20,기능지구 산·학·연 R&D 사업비 관리교육,2018-02-12
977,2018-02-21,2018-02-21,PSM 성과분석 연구용역 최종보고,2018-02-12
978,2018-02-22,2018-02-22,‘17년 상반기 과학벨트 기획연구과제 최종평가,2018-02-12
979,2018-02-22,2018-02-22,대구특구 연구소기업 전문위원회,2018-02-12
980,2018-02-21,2018-02-21,액셀러레이팅 데모데이,2018-01-31
981,2018-02-21,2018-02-21,제66회 정기이사회,2018-02-12
982,2018-02-22,2018-02-22,공공기관 R&R 소통 워크숍 참석,2018-02-12
983,2018-02-20,2018-02-20,기능지구 산·학·연 R&D 사업비 관리교육,2018-02-12
984,2018-02-21,2018-02-21,PSM 성과분석 연구용역 최종보고,2018-02-12
985,2018-02-22,2018-02-22,‘17년 상반기 과학벨트 기획연구과제 최종평가,2018-02-12
986,2018-02-22,2018-02-22,대구특구 연구소기업 전문위원회,2018-02-12
987,2018-02-21,2018-02-21,액셀러레이팅 데모데이,2018-01-31
988,2018-02-21,2018-02-21,제66회 정기이사회,2018-02-12
989,2018-02-22,2018-02-22,공공기관 R&R 소통 워크숍 참석,2018-02-12
990,2018-02-20,2018-02-20,기능지구 산·학·연 R&D 사업비 관리교육,2018-02-12
991,2018-02-21,2018-02-21,PSM 성과분석 연구용역 최종보고,2018-02-12
992,2018-02-22,2018-02-22,‘17년 상반기 과학벨트 기획연구과제 최종평가,2018-02-12
993,2018-02-22,2018-02-22,대구특구 연구소기업 전문위원회,2018-02-12
994,2018-02-21,2018-02-21,액셀러레이팅 데모데이,2018-01-31
995,2018-02-21,2018-02-21,제66회 정기이사회,2018-02-12
996,2018-02-22,2018-02-22,공공기관 R&R 소통 워크숍 참석,2018-02-12
997,2018-02-20,2018-02-20,기능지구 산·학·연 R&D 사업비 관리교육,2018-02-12
998,2018-02-21,2018-02-21,PSM 성과분석 연구용역 최종보고,2018-02-12
999,2018-02-22,2018-02-22,‘17년 상반기 과학벨트 기획연구과제 최종평가,2018-02-12
1000,2018-02-22,2018-02-22,대구특구 연구소기업 전문위원회,2018-02-12
1001,2018-02-21,2018-02-21,액셀러레이팅 데모데이,2018-01-31
1002,2018-02-21,2018-02-21,제66회 정기이사회,2018-02-12
1003,2018-02-22,2018-02-22,공공기관 R&R 소통 워크숍 참석,2018-02-12
1004,2018-02-20,2018-02-20,기능지구 산·학·연 R&D 사업비 관리교육,2018-02-12
1005,2018-02-21,2018-02-21,PSM 성과분석 연구용역 최종보고,2018-02-12
1006,2018-02-22,2018-02-22,‘17년 상반기 과학벨트 기획연구과제 최종평가,2018-02-12
1007,2018-02-22,2018-02-22,대구특구 연구소기업 전문위원회,2018-02-12
1008,2018-02-21,2018-02-21,액셀러레이팅 데모데이,2018-01-31
1009,2018-02-21,2018-02-21,제66회 정기이사회,2018-02-12
1010,2018-02-22,2018-02-22,공공기관 R&R 소통 워크숍 참석,2018-02-12
1011,2018-02-20,2018-02-20,기능지구 산·학·연 R&D 사업비 관리교육,2018-02-12
1012,2018-02-21,2018-02-21,PSM 성과분석 연구용역 최종보고,2018-02-12
1013,2018-02-22,2018-02-22,‘17년 상반기 과학벨트 기획연구과제 최종평가,2018-02-12
1014,2018-02-22,2018-02-22,대구특구 연구소기업 전문위원회,2018-02-12
1015,2018-03-08,2018-03-09,지역수요형 R&D 지원사업 선정평가,2018-02-28
1016,2018-03-09,2018-03-09,과학벨트 성과학산 사업 (3개) 세부 실행계획 수립,2018-02-28
1017,2018-03-08,2018-03-08,2018년도 특구육성사업설명회,2018-02-28
1018,2018-03-08,2018-03-08,‘17년 기술이전사업화 사업 정산,2018-02-28
1019,2018-03-08,2018-03-08,‘18년 부산특구육성사업 설명회,2018-02-28
1020,2018-03-08,2018-03-08,특구육성사업 기술이전사업화사업 설명회,2018-02-28
1021,2018-03-12,2018-03-12,제21회 특구육성사업 기술사업화위원회,2018-03-06
1022,2018-03-13,2018-03-13,‘18년 대구특구육성사업 설명회,2018-03-06
1023,2018-03-13,2018-03-13,‘18년 부산특구육성사업 설명회,2018-03-06
1024,2018-04-02,2018-04-06,R&R관련 업무협의(특구재단-일자리진흥원),2018-04-02
1025,2018-04-02,2018-04-06,2018 글로벌 액셀러레이팅 지원사업(Global A.I.M) 사업설명회,2018-04-02
1026,2018-04-09,2018-04-09,‘18년 상반기 과학벨트 기획연구과제 공모,2018-04-02
1027,2018-04-23,2018-04-27,하노버 산업박람회 2018(독일 하노버),2018-04-02
1028,2018-04-23,2018-04-27,‘18년 상반기 과학벨트 기획연구과제 선정평가,2018-04-02
1029,2018-04-23,2018-04-26,`18년도 특구육성사업 2차 공고 접수마감,2018-04-02
1030,2018-04-10,2018-04-10,‘17년도 이노폴리스캠퍼스 지원사업 연차평가,2018-04-02
1031,2018-04-13,2018-04-13,전북특구 제6회 이노폴리스캠퍼스 포럼,2018-04-02
1032,2018-04-09,2018-04-13,전북특구 찾아가는 투자IR,2018-04-02
1033,2018-04-26,2018-04-26,‘18년도 연구개발특구육성사업 2차공고 접수마감,2018-04-02
1034,2018-05-14,2018-05-18,R&R 협약식,2018-04-26
1035,2018-05-02,2018-05-02,과학벨트 홈페이지 유지보수 용역공고,2018-04-26
1036,2018-05-10,2018-05-10,2018년 연구개발특구 입주관리시스템 기능개선 및 유지보수 용역 재공고 마감,2018-04-26
1037,2018-05-03,2018-05-03,기술거래 네트워크사업 선정평가,2018-04-26
1038,2018-05-03,2018-05-03,연구소기업 발굴 기획 사업 선정평가,2018-04-26
1039,2018-05-02,2018-05-02,특구 혁신기술 네트워크사업 선정평가,2018-04-26
1040,2018-05-03,2018-05-03,R&BD 연계형 기술찾기 사업 선정평가,2018-04-26
1041,2018-05-08,2018-05-11,기술이전사업화사업 통합평가,2018-04-26
1042,2018-05-30,2018-05-30,17년 스타트업 지원사업 최종평가,2018-04-26
1043,2018-04-30,2018-05-03,`18년 R&BD연계형 기술 찾기 사업 선정평가,2018-04-26
1044,2018-05-07,2018-05-08,`18년 기술이전R&BD 신규과제 평가,2018-04-26
1045,2018-05-24,2018-05-24,대구테크비즈센터 건립추진 TFT,2018-04-26
1046,2018-05-07,2018-05-08,발굴기회사업 선정평가,2018-04-26
1047,2018-05-03,2018-05-03,기술발굴 및 연계 사업 선정평가,2018-04-26
1048,2018-05-04,2018-05-04,기술발굴 및 연계 사업 선정평가,2018-04-26
1049,2018-05-08,2018-05-08,신용보증기금 업무협약,2018-04-26
1050,2018-05-24,2018-05-24,‘16년 상반기 R&BD 최종평가,2018-04-26
1051,2018-05-29,2018-05-29,‘17년 R&BD 최종평가,2018-04-26
1052,2018-04-30,2018-04-30,‘18년 특구육성사업 3차 사업공고,2018-04-26
1053,2018-05-07,2018-05-11,‘18년 연구소기업 발굴 ·기획 수행기관 선정평가,2018-04-26
1054,2018-05-07,2018-05-11,‘18년도 지자체 수탁사업 접수 마감,2018-04-26
1055,2018-06-01,2018-06-01,R&R 협약식 행사,2018-05-23
1056,2018-05-29,2018-05-29,특구재단-IBS 업무협약,2018-05-23
1057,2018-05-29,2018-05-29,대구특구 지원사업 설명회,2018-05-23
1058,2018-05-31,2018-05-31,`18년 이노폴리스캠퍼스 접수 마감,2018-05-23
1059,2018-06-18,2018-06-29,제19차 한국형 과학단지 교육,2018-06-13
1060,2018-06-21,2018-06-21,과학벨트기능지구 지원사업 추진위원회 개최지원,2018-06-13
1061,2018-06-22,2018-06-22,SB플라자 BCC공간구축용역 공고,2018-06-13
1062,2018-06-22,2018-06-22,17년 연구소기업 R&BD 현장컨설팅,2018-06-13
1063,2018-06-22,2018-06-22,’18년 기술이전사업화 (투자연계형 R&BD)사업 접수 마감,2018-06-13
1064,2018-06-19,2018-06-19,`18년 액셀러레이팅 지원사업 선정평가,2018-06-13
1065,2018-06-20,2018-06-20,`18년 이노폴리스캠퍼스 지정육성 선정평가,2018-06-13
1066,2018-06-20,2018-06-20,‘18년 대구특구 투자연계형R&BD 선정평가,2018-06-13
1067,2018-06-22,2018-06-22,대구시협력사업(글로벌진출지원) 수행기관 선정평가,2018-06-13
1068,2018-06-20,2018-06-20,`18년 R&BD Kick-off,2018-06-13
1069,2018-06-21,2018-06-21,5차 입주심사위원회,2018-06-13
1070,2018-06-19,2018-06-19,‘18년 기술이전사업화 사업 착수설명회 개최,2018-06-13
1071,2018-07-05,2018-07-05,2018년 제5차 유치단회의 개최,2018-06-26
1072,2018-07-16,2018-07-20,7월 특구간 개발관리 정례회의,2018-06-26
1073,2018-07-23,2018-07-27,연구개발특구 관리계획 고시,2018-06-26
1074,2018-07-11,2018-07-11,’18년 기술혁신형 연구소기업 성장지원사업 선정평가,2018-06-26
1075,2018-07-24,2018-07-24,`18년 대구특구 기술금융네트워크,2018-06-26
1076,2018-07-11,2018-07-11,연구소기업 성장지원 사업 선정평가,2018-06-26
1077,2018-07-18,2018-07-18,이노폴리스캠퍼스 지정육성 사업 착수회,2018-06-26
1078,2018-07-19,2018-07-19,액셀러레이팅 지원 사업 착수회,2018-06-26
1079,2018-07-04,2018-07-04,`18년 전북특구 특화분야 혁신성장사업 선정평가,2018-06-26
1080,2018-07-04,2018-07-04,`18년 전북특구 연구소기업 성장지원(Track 2) 선정평가,2018-06-26
1081,2018-07-12,2018-07-12,‘18년 제5회 기업·연구소 유치단 회의,2018-07-03
1082,2018-07-13,2018-07-13,과학벨트 거점지구 토지용도변경 타당성 검토용역 최종평가회,2018-07-03
1083,2018-07-09,2018-07-09,연구소기업 추진 협의(상공회의소),2018-07-04
1084,2018-07-11,2018-07-11,혁신주체 네트워크 수행기관 사업협약,2018-07-04
1085,2018-07-11,2018-07-11,연구소기업 성장지원 사업 선정평가,2018-07-04
1086,2018-07-09,2018-07-09,`18년 연구소기업 성장지원 (Track1) 수행기관 협약 체결,2018-07-04
1087,2018-07-13,2018-07-13,`18년 전북특구 이노폴리스캠퍼스 및 액셀러레이팅 지원사업 협약 체결,2018-07-04
1088,2018-07-17,2018-07-17,V-AIM 협약변경 심의,2018-07-11
1089,2018-07-17,2018-07-17,양방향 기술-수요발굴 및 연계 착수보고회,2018-07-11
1090,2018-07-19,2018-07-19,대덕특구 연구소기업 성장지원 사업설명회,2018-07-11
1091,2018-07-18,2018-07-18,액셀러레이팅 지원사업 착수회,2018-07-11
1092,2018-07-17,2018-07-17,연구소기업 Track2 선정평가,2018-07-11
1093,2018-07-19,2018-07-19,대구시협력사업(연구소기업 사업화지원) 선정평가,2018-07-11
1094,2018-07-20,2018-07-20,"대구시협력사업(유망기술기획, 글로벌진출지원) 수행기관 협약 체결",2018-07-11
1095,2018-07-25,2018-07-25,3-3차 펀드(연구개발특구 일자리창출펀드 2호) 결성총회 개최,2018-07-17
1096,2018-07-23,2018-07-27,세종SB플라자 입주자 모집공고,2018-07-17
1097,2018-07-24,2018-07-24,SB플라자 BCC 공간구축 용역 공고,2018-07-17
1098,2018-07-25,2018-07-25,토지용도변경 타당성 검토 용역 최종평가회,2018-07-17
1099,2018-07-25,2018-07-25,과학벨트 홈페이지 유지보수 용역 공고,2018-07-17
1100,2018-07-25,2018-07-25,대학기술지주회사 지원사업 및 첨단기술기업 지정지원사업 협약체결,2018-07-17
1101,2018-07-27,2018-07-27,연구소기업 성장지원 Track-2 선정평가,2018-07-17
1102,2018-07-24,2018-07-24,`18년 전북특구 특화기업 성장지원분과 참여기업 설명회 및 네트워킹,2018-07-17
1103,2018-07-30,2018-08-03,특구진흥재단 대국민 공청회(온라인) 실시,2018-07-24
1104,2018-08-01,2018-08-01,공동연구법인 2차년도 협약체결,2018-07-24
1105,2018-08-01,2018-08-01,[대전시 수탁사업] 대학기술지주 자회사 역량 고도화 지원사업 2개 컨소시엄 협약체결,2018-07-24
1106,2018-08-01,2018-08-01,`18년 투자연계형 R&BD 5개 과제 신규 협약,2018-07-24
1107,2018-07-31,2018-07-31,연구소기업 Track 2 선정평가,2018-07-24
1108,2018-07-31,2018-07-31,`18년 전북특구 찾아가는 투자 IR(2차) 개최,2018-07-24
1109,2018-08-06,,BCC구축 용역 공고,2018-07-31
1110,2018-08-08,,글로벌 A.I.M(중국) 자동차분야 국내 데모데이 개최,2018-07-31
1111,2018-08-09,,사이언스센터 활용방안 관련 관계기관 업무협의(예정),2018-07-31
1112,2018-08-08,,천안 SB플라자 현장 방문 및  회의,2018-07-31
1113,2018-08-06,,`18년 투자연계형R&BD 2개 과제 신규 협약,2018-07-31
1114,2018-08-07,,연구소기업 요건검토위원회,2018-07-31
1115,2018-08-08,,연구소기업 Track 1교육,2018-07-31
1116,2018-08-09,,이노폴리스캠퍼스 사업 최종평가,2018-07-31
1117,2018-08-09,,대덕특구 TLO 부서장 간담회,2018-07-31
1118,2018-08-09,,`18년 지역수요맞춤형 R&D 지원사업 컨설팅 지원기관 모집 공고 마감,2018-07-31
1119,2018-08-10,,광주특구 장성 나노산단 분양공고 입주계약 신청 마감,2018-07-31
1120,2018-08-14,,2018 북미 글로벌 액셀러레이팅 지원사업 국내 데모데이,2018-08-16
1121,2018-08-13,2018-08-20,과학벨트 성과확산(기술솔루션)신청과제접수,2018-08-16
1122,2018-08-16,,기술사업화 네트워크 집행위원회 조찬모임,2018-08-16
1123,2018-08-16,,연구소기업 Track 1교육,2018-08-16
1124,2018-08-14,,이노폴리스캠퍼스 사업 최종평가,2018-08-16
1125,2018-08-16,,대학사업화 단계평가 자문위원회,2018-08-16
1126,2018-08-20,2018-08-20,국가보안기술연구소 토지분양 공고 및 입주승인 등 F/U,2018-08-22
1127,2018-08-20,2018-08-20,기술솔루션 지원과제 접수완료,2018-08-22
1128,2018-08-22,2018-08-22,`15년 공동연구법인 2단계 2차년도 협약체결,2018-08-22
1129,2018-08-20,2018-08-22,2017기술이전 사업화 현장실태조사,2018-08-22
1130,2018-08-20,2018-08-20,신기술테스트베드 관련 현장 방문 및 기업인터뷰,2018-08-22
1131,2018-08-22,2018-08-22,연구소기업 Track 1교육,2018-08-22
1132,2018-08-23,2018-08-23,투자연계형 R&BD 착수회,2018-08-22
1133,2018-08-27,2018-08-27,2018 재단 열린혁신위원회 구성,2018-08-22
1134,2018-08-27,2018-08-27,대학사업화 단계평가(1차),2018-08-22
1135,2018-08-30,2018-08-30,대학사업화 단계평가(2차),2018-08-22
1136,2018-08-28,2018-08-29,‘18년 연구소기업 성장지원사업 Track 2 선정평가,2018-08-22
1137,2018-08-29,2018-08-29,지역수요맞춤형 R&D 지원사업 차순위 선정평가,2018-08-22
1138,2018-08-27,2018-08-27,18년 광주특구 연구소기업 성장지원(Track 2)  선정평가,2018-08-22
1139,2018-08-27,2018-08-27,`18년 광주시 지자체 사업 (2차) 선정평가,2018-08-22
1140,2018-08-27,2018-08-27,"첨단기술기업 발굴·지정을 위한 컨설팅, 첨단3지구 인프라 공간 구상 용역 공고 마감",2018-08-22
1141,2018-08-28,2018-08-28,2018 투자연계형 R&BD사업 연구비관리 설명회,2018-08-22
1142,2018-08-29,2018-08-29,대구경북 이노폴리스 리더스 포럼,2018-08-22
1143,2018-08-29,2018-08-29,연구소기업 Track 1교육,2018-08-22
1144,2018-08-30,2018-08-30,전략산업 시뮬레이션 사업 선정 2차평가,2018-08-22
1145,2018-09-07,2018-09-07,국가 R&D 혁신방안 대전지역 설명회 개최 안내,2018-08-30
1146,2018-09-05,2018-09-05,세종SB플라자 업무시설 수시모집 공고 추진,2018-08-30
1147,2018-09-06,2018-09-06,성과확산사업 선정평가,2018-08-30
1148,2018-09-03,2018-09-03,특구육성사업 4차 공고 사업 대상 신청 접수 마감,2018-08-30
1149,2018-09-04,2018-09-04,연구소기업 Track 1교육,2018-08-30
1150,2018-09-05,2018-09-05,미래산업 포커스 그룹(미래형 자동차) 정기 네트워킹,2018-08-30
1151,2018-09-05,2018-09-05,18년 제2차 대구연구개발특구 입주기관심의회,2018-08-30
1152,2018-09-06,2018-09-06,미래산업 포커스 그룹(로봇) 정기 네트워킹,2018-08-30
1153,2018-09-12,2018-09-13,제2회 중국 자동차 전자대회 한국관 운영,2018-09-05
1154,2018-09-14,2018-09-14,국가 R&D 혁신방안 대전지역 설명회,2018-09-05
1155,2018-09-12,2018-09-12,성과확산사업 기술솔루션(후속R&D) 공고,2018-09-05
1156,2018-09-13,2018-09-13,성과확산사업 선정평가,2018-09-05
1157,2018-09-14,2018-09-14,기능지구 BCC구축 설계 및 감리 용역 공고 접수 마감,2018-09-05
1158,2018-09-14,2018-09-14,대학사업화 2단계 수정사업계획서 접수,2018-09-05
1159,2018-09-11,2018-09-11,연구소기업 Track 1교육,2018-09-05
1160,2018-09-18,2018-09-18,대학사업화 2차 단계평가,2018-09-13
1161,2018-09-19,2018-09-19,입주관리서비스 재구축 ISP/BPR 용역발주공고,2018-09-13
1162,2018-09-19,2018-09-19,세종SB플라자 개소식,2018-09-13
1163,2018-09-20,2018-09-20,청주 혁신주체 네트워크 회의,2018-09-13
1164,2018-09-19,2018-09-20,제4차 특구육성사업 통합평가 실시,2018-09-13
1165,2018-09-19,2018-09-19,광주 북구청 주관 산·학·연·관 교류협력 업무협약,2018-09-13
1166,2018-09-18,2018-09-18,연구소기업 Track 1교육,2018-09-13
1167,2018-09-18,2018-09-18,대구특구 기술금융 네트워크,2018-09-13
1168,2018-09-20,2018-09-20,농생명·복합소재 등 특화분야 혁신성장사업 2차 접수 마감,2018-09-13
1169,2018-09-20,2018-09-20,2018년 전북연구개발특구 테크비즈파트너링 개최,2018-09-13
1170,2018-09-28,2018-09-28,과학벨트 기술이전 설명회 실무회의,2018-09-18
1171,2018-10-08,2018-10-08,입주관리서비스 시스템 ISP용역 공고,2018-10-05
1172,2018-10-11,2018-10-11,세종SB플라자 업무시설 찾아가는 입주설명회,2018-10-05
1173,2018-10-11,2018-10-11,기능지구 공동 기술이전 설명회 추진,2018-10-05
1174,2018-10-11,2018-10-11,대학사업화 연구역량 강화사업 평가결과 통보,2018-10-05
1175,2018-10-12,2018-10-12,한남대 창업보육센터 입주기관 대상 설명회 개최,2018-10-05
1176,2018-10-12,2018-10-12,제6차 과학벨트 거점지구 기업연구소 유치단 회의,2018-10-05
1177,2018-10-08,2018-10-08,연구소기업 밀착지원(지자체 수탁사업) 협약,2018-10-05
1178,2018-10-10,2018-10-10,연구소기업 Track 1교육,2018-10-05
1179,2018-10-10,2018-10-10,대구시 사업[연구소기업 초기 사업화지원사업 협약],2018-10-05
1180,2018-10-11,2018-10-11,연구소기업 전문위원회 개최,2018-10-05
1181,2018-10-11,2018-10-11,대구테크비즈센터 월별 공정회의,2018-10-05
1182,2018-10-10,2018-10-10,[행사]2018 국제해양플랜드 전시회 공동관 운영,2018-10-05
1183,2018-10-11,2018-10-11,부산특구-신보 MOU 체결,2018-10-05
1184,2018-10-16,2018-10-16,과방위 대전지역 현장시찰특구재단 업무현황 발표,2018-10-12
1185,2018-10-15,2018-10-15,과학벨트 조성사업 토론회,2018-10-12
1186,2018-10-16,2018-10-16,’15년 공동연구법인 기술이전계약 체결,2018-10-12
1187,2018-10-17,2018-10-17,대덕비즈센터 사전 입주설명회(예정),2018-10-12
1188,2018-10-19,2018-10-19,국가R&D 혁신방안  이공계 인재 양성 및 활용방안간담회,2018-10-12
1189,2018-10-16,2018-10-16,"연구소기업 Track 1교육    (19:00, 대구그랜드호텔)",2018-10-12
1190,2018-10-16,2018-10-16,제5회 기술금융네트워크    (대구MBC),2018-10-12
1191,2018-10-15,2018-10-15,I-Cube 구축·운영 사업 협약,2018-10-12
1192,2018-10-16,2018-10-16,2018년 부산특구 기술사업화 Open-Table,2018-10-12
1193,2018-10-18,2018-10-18,부산특구 투자연계형 R&BD 협약(10/18예정),2018-10-12
1194,2018-10-16,2018-10-16,코워킹 스페이스 개소식  - 일시 : 11:00 ∼,2018-10-12
1195,2018-10-17,2018-10-17,농생명 융합 분과 2차 네트워킹 및 애로해결,2018-10-12
1196,2018-10-25,2018-10-25,열린혁신 총괄위원회 개최,2018-10-22
1197,2018-10-25,2018-10-25,사업실명제 심의위원회 개최,2018-10-22
1198,2018-10-22,2018-10-22,세종SB플라자 업무시설 입주기관 선정 결과통보,2018-10-22
1199,2018-10-22,2018-10-22,2018년 과학벨트 성과확산 지원사업 3차공고 접수마감,2018-10-22
1200,2018-10-25,2018-10-25,연구소기업 협의회 개최,2018-10-22
1201,2018-10-25,2018-10-25,광주특구 신규과제 수행기관 교육,2018-10-22
1202,2018-10-23,2018-10-23,제2회 미래형 자동차  네트워크(DGIST),2018-10-22
1203,2018-10-24,2018-10-24,연구소기업 Track 1교육(대구그랜드호텔),2018-10-22
1204,2018-10-25,2018-10-25,부산특구본부 사무실 B-TBC 이전,2018-10-22
1205,2018-10-25,2018-10-25,농생명·복합소재 특화기업 성장지원 사업 선정평가,2018-10-22
1206,2018-10-29,2018-10-29,청주 SB플라자 준공식 및 BCC사업화 행사,2018-10-25
1207,2018-10-31,2018-10-31,강소특구 지정 관련 과기부-재단 합동 워크샵,2018-10-25
1208,2018-10-31,2018-10-31,가속기 개발 및 사업화 워크숍,2018-10-25
1209,2018-10-30,2018-10-30,제2회 로봇산업 네트워크,2018-10-25
1210,2018-10-31,2018-10-31,제2회 대구경북 이노폴리스 리더스 포럼,2018-10-25
1211,2018-10-30,2018-10-30,부산특구 네트워크사업 기술금융분과 교류회,2018-10-25
1212,2018-11-02,2018-11-02,부산특구 육성협의체 발대식,2018-10-25
1213,2018-11-15,2018-11-15,제5차 과학벨트 거점지구 입주기관 심의회,2018-10-25
1214,2018-11-16,2018-11-16,과학벨트 거점지구 실시계획(변경) 3차 고시 및 입주관리시스템(변경) 시연,2018-10-25
1215,2018-11-12,2018-11-16,기능지구 추진위원회 개최(27회),2018-10-25
1216,2018-11-19,2018-11-23,과학벨트 거점지구 제2차 토지공급 공고,2018-10-25
1217,2018-11-06,2018-11-06,연구소기업 설립 및 현판 전달식,2018-10-25
1218,2018-11-13,2018-11-13,차세대 CEO포럼,2018-10-25
1219,2018-11-13,2018-11-13,연구소기업 요건 검토 위원회,2018-10-25
1220,2018-11-28,2018-11-28,제3회 미래형 자동차 네트워크,2018-10-25
1221,2018-11-14,2018-11-14,제71회 임시이사회 개최,2018-11-09
1222,2018-11-16,2018-11-16,제3차 중이온가속기 네트워크 회,2018-11-09
1223,2018-11-15,2018-11-15,전북특구 연구소기업 성장지원(Track1) 1차 기술사업화 맞춤형 교육,2018-11-09
1224,2018-11-20,2018-11-20,입주관리서비스 재구축 ISP/BPR 용역 공고 마감,2018-11-14
1225,2018-11-22,2018-11-22,15년 공동연구법인((사)엑시콘산학공동연구소) 장영실상 시상식,2018-11-14
1226,2018-11-20,2018-11-21,18년 광융합산업 로드쇼 참가(11/20～21),2018-11-14
1227,2018-11-22,2018-11-22,첨단기술기업 협의회,2018-11-14
1228,2018-11-20,2018-11-20,대구경북 기술금융 투자포럼     (대구엑스코),2018-11-14
1229,2018-11-20,2018-11-20,의료R&D지구 협의회,2018-11-14
1230,2018-11-21,2018-11-21,전북특구 혁신주체 네트워크 ‘창업성장지원분과’ 2차 네트워킹,2018-11-14
1231,2018-11-22,2018-11-22,전북특구 연구소기업 성장지원(Track1) 1차 기술사업화 맞춤형 교육,2018-11-14
1232,2018-12-28,2018-12-28,과학벨트 거점지구 2차 연구용지 분양 공고 착수,2018-12-21
1233,2019-01-30,2019-01-30,2019 연구개발특구 신년 인사회,2019-01-22
1234,2019-01-30,2019-01-30,연구소기업 High-Up교육,2019-01-22
1235,2019-02-06,2019-02-06,연구소기업 High-Up교육,2019-02-28
1236,2019-02-27,2019-02-27,연구소기업 High-Up교육,2019-02-28
1237,2019-02-28,2019-02-28,조달청 벤처나라 '19년 1분기 추천기관 접수마감,2019-02-28
1238,2019-02-28,2019-02-28,제4회 로봇산업 네트워크,2019-02-28
1239,2019-03-04,2019-03-07,전북특구 육성사업 접수마감,2019-02-28
1240,2019-03-04,2019-03-04,R&BD 접수마감,2019-02-28
1241,2019-03-04,2019-03-04,기술이전사업화(R&BD) 사업과제 접수 마감,2019-02-28
1242,2019-03-07,2019-03-07,첨단기술기업 발굴 기획 사업 과제 접수 마감,2019-02-28
1243,2019-03-07,2019-03-07,연구소기업 발굴 기획 사업 과제 접수 마감,2019-02-28
1244,2019-03-07,2019-03-07,이노폴리스캠퍼스 사업 과제 접수 마감,2019-02-28
1245,2019-03-07,2019-03-07,액셀러레이팅 지원사업 과제 접수 마감,2019-02-28
1246,2019-03-11,2019-03-15,2018년 과학벨트 기획관리사업 사업관리분야 사업비 사용실적 보고,2019-02-28
1247,2019-03-13,2019-03-13,연구소기업 High-Up교육,2019-02-28
1248,2019-03-14,2019-03-14,대구 테크비즈센터 월간 공정회의,2019-02-28
1249,2019-03-15,2019-03-15,과학벨트 기능지구 지원사업 사업설명회,2019-02-28
1250,2019-03-20,2019-03-20,연구소기업 High-Up교육,2019-02-28
1251,2019-03-26,2019-03-26,전북특구 유관기관 합동 투자IR,2019-02-28
1252,2019-03-28,2019-03-28,첨단기술기업 성장지원 사업 과제 접수 마감,2019-02-28
1253,2019-04-30,2019-04-30,혁신주체 네트워크 운영사업 과제 접수 마감,2019-02-28
1254,2019-03-25,2019-04-01,과학벨트 기능지구 지원사업 접수마감,2019-03-31
1255,2019-04-05,2019-04-05,‘과학벨트 거점지구 정주환경시설 특화전략’ 용역 중간보고회,2019-03-31
1256,2019-04-08,2019-04-08,기술보증기금 MOU 협약식,2019-03-31
1257,2019-04-25,2019-04-25,천안 BCC 연계 천안 SB플라자 개관식,2019-03-31
1258,2019-05-10,2019-05-10,강소특구 전문가위원회 종합발표 평가,2019-03-31
1259,2019-04-17,2019-04-17,제5회 대구경북 이노폴리스리더스 포럼,2019-03-31
1260,2019-04-18,2019-04-18,세종SB플라자 업무시설 추가모집공고 마감,2019-04-09
1261,2019-04-19,2019-04-19,"과학벨트 엑셀러레이팅사업(세종, 천안) 접수마감",2019-04-09
